customer_id,age,gender,city_tier,income_bracket,acquisition_channel,num_visits,avg_basket_size,discount_pct,category,brand_tier,flash_sale_response,flash_sale_frequency,nps_score,basket_trend,willingness_full_price,repurchase_intent,months_active,premium_loyal
TIRA01023,33,Female,Tier 1,₹25L+,Influencer,6,4054.0,25.7,Makeup,Premium,0,4,7.8,3534.0,0,1,5,1
TIRA01024,34,Male,Tier 1,₹6L-12L,Influencer,5,2569.0,67.5,Haircare,Luxury,1,3,7.3,1702.0,0,1,20,1
TIRA01025,18,Female,Tier 1,₹12L-25L,In-Store,13,5017.0,34.5,Skincare,Premium,1,3,7.5,4152.0,0,1,12,0
TIRA01026,27,Female,Tier 1,₹12L-25L,App,9,1182.0,15.6,Skincare,Masstige,0,3,8.5,1090.0,1,1,2,1
TIRA01027,18,Non-binary,Tier 1,₹6L-12L,In-Store,6,3241.0,12.5,Skincare,Premium,0,1,7.6,3039.0,1,1,30,1
TIRA01028,30,Male,Tier 1,₹6L-12L,Influencer,14,2713.0,21.1,Wellness,Premium,0,2,6.8,2426.0,1,0,9,0
TIRA01029,29,Male,Tier 1,₹12L-25L,Influencer,8,2431.0,47.4,Fragrance,Premium,1,4,7.2,1854.0,0,1,2,0
TIRA01030,38,Male,Tier 3,₹12L-25L,Influencer,4,3566.0,63.1,Skincare,Premium,1,2,4.5,2442.0,0,0,3,0
TIRA01031,39,Male,Tier 1,₹6L-12L,App,7,1849.0,73.1,Fragrance,Premium,1,1,5.5,1173.0,0,0,15,0
TIRA01032,31,Female,Tier 1,₹6L-12L,Paid Ad,15,5782.0,16.2,Fragrance,Premium,0,2,6.7,5314.0,1,0,19,1
TIRA01033,25,Female,Tier 1,₹25L+,Influencer,8,1577.0,11.7,Fragrance,Premium,0,3,7.9,1485.0,1,1,5,0
TIRA01034,33,Female,Tier 1,₹3L-6L,App,7,2058.0,41.4,Fragrance,Masstige,1,4,6.6,1632.0,0,0,13,0
TIRA01035,25,Female,Tier 2,₹25L+,In-Store,14,1945.0,8.9,Makeup,Luxury,0,1,7.8,1858.0,1,1,13,1
TIRA01036,29,Female,Tier 1,₹12L-25L,In-Store,12,3438.0,45.0,Skincare,Luxury,1,5,6.2,2664.0,0,0,3,0
TIRA01037,37,Female,Tier 2,₹12L-25L,In-Store,11,4417.0,51.4,Fragrance,Luxury,1,3,6.5,3281.0,0,0,23,0
TIRA01038,25,Female,Tier 1,₹12L-25L,App,3,3831.0,20.4,Fragrance,Luxury,0,3,7.9,3440.0,1,1,13,1
TIRA01039,36,Male,Tier 1,₹6L-12L,App,9,4967.0,22.5,Skincare,Premium,0,3,5.7,4408.0,1,0,25,0
TIRA01040,35,Male,Tier 3,₹12L-25L,App,10,2207.0,37.2,Makeup,Luxury,1,3,6.5,1797.0,0,0,1,0
TIRA01041,22,Female,Tier 1,₹12L-25L,App,7,3990.0,27.9,Makeup,Premium,0,1,6.5,3434.0,0,0,2,0
TIRA01042,37,Female,Tier 2,₹12L-25L,App,8,2836.0,37.7,Makeup,Premium,1,6,6.7,2301.0,0,0,29,0
TIRA01043,35,Female,Tier 1,₹6L-12L,Paid Ad,11,3474.0,12.9,Makeup,Luxury,0,5,7.1,3250.0,1,1,12,1
TIRA01044,30,Female,Tier 3,₹6L-12L,In-Store,9,4530.0,61.0,Skincare,Luxury,1,2,6.8,3149.0,0,0,13,0
TIRA01045,23,Male,Tier 1,₹6L-12L,In-Store,12,1169.0,52.5,Makeup,Premium,1,3,5.8,862.0,0,0,15,0
TIRA01046,23,Male,Tier 1,₹6L-12L,Influencer,2,5589.0,20.9,Skincare,Luxury,0,1,8.2,5005.0,1,1,24,1
TIRA01047,25,Male,Tier 2,₹12L-25L,In-Store,8,3026.0,30.9,Skincare,Premium,1,1,5.8,2558.0,0,0,25,0
TIRA01048,34,Male,Tier 1,₹12L-25L,App,11,1272.0,29.9,Makeup,Premium,0,2,6.5,1082.0,0,0,25,0
TIRA01049,22,Non-binary,Tier 1,₹12L-25L,App,8,2369.0,58.8,Makeup,Luxury,1,1,5.0,1673.0,0,0,31,0
TIRA01050,33,Female,Tier 3,₹12L-25L,App,5,3323.0,46.0,Makeup,Premium,1,3,6.6,2559.0,0,0,20,0
TIRA01051,20,Female,Tier 2,₹6L-12L,Influencer,5,2368.0,5.9,Skincare,Luxury,0,1,6.6,2298.0,1,0,9,0
TIRA01052,28,Female,Tier 2,₹6L-12L,In-Store,2,743.0,71.3,Makeup,Luxury,1,4,3.4,478.0,0,0,21,0
TIRA01053,30,Female,Tier 2,₹6L-12L,In-Store,12,3316.0,18.7,Skincare,Masstige,0,8,6.6,3006.0,1,0,11,0
TIRA01054,49,Female,Tier 2,₹6L-12L,Influencer,6,2334.0,12.8,Skincare,Luxury,0,5,8.1,2185.0,1,1,16,1
TIRA01055,18,Female,Tier 3,₹3L-6L,Word of Mouth,6,3981.0,55.1,Fragrance,Masstige,1,5,5.0,2884.0,0,0,1,0
TIRA01056,41,Non-binary,Tier 2,₹6L-12L,In-Store,7,1918.0,29.3,Makeup,Luxury,0,5,7.1,1637.0,0,1,15,1
TIRA01057,31,Female,Tier 1,₹6L-12L,In-Store,11,5914.0,11.3,Makeup,Luxury,0,3,6.9,5581.0,1,0,21,1
TIRA01058,33,Non-binary,Tier 1,₹12L-25L,In-Store,8,3816.0,14.0,Makeup,Premium,0,1,5.7,3549.0,1,0,11,0
TIRA01059,30,Male,Tier 2,₹3L-6L,Influencer,5,3436.0,56.5,Skincare,Luxury,1,4,6.6,2465.0,0,0,4,0
TIRA01060,33,Female,Tier 2,₹6L-12L,Influencer,10,3948.0,42.9,Skincare,Premium,1,5,6.9,3101.0,0,0,3,0
TIRA01061,28,Female,Tier 1,₹3L-6L,Influencer,8,1014.0,9.2,Makeup,Premium,0,1,7.6,968.0,1,1,5,1
TIRA01062,41,Female,Tier 1,₹12L-25L,App,4,2604.0,6.8,Fragrance,Premium,0,0,7.8,2515.0,1,1,13,0
TIRA01063,26,Female,Tier 1,₹12L-25L,In-Store,9,5340.0,40.2,Makeup,Premium,1,3,6.2,4267.0,0,0,35,0
TIRA01064,39,Female,Tier 1,₹6L-12L,Paid Ad,9,2816.0,15.9,Fragrance,Premium,0,4,6.3,2591.0,1,0,17,0
TIRA01065,24,Male,Tier 2,₹3L-6L,In-Store,8,3125.0,14.8,Luxury Tools,Masstige,0,2,8.7,2894.0,1,1,32,1
TIRA01066,29,Female,Tier 1,₹25L+,Word of Mouth,6,2640.0,34.7,Skincare,Premium,1,1,6.5,2183.0,0,0,5,0
TIRA01067,21,Female,Tier 2,₹12L-25L,In-Store,11,4957.0,20.3,Luxury Tools,Luxury,0,5,7.5,4454.0,1,1,34,1
TIRA01068,33,Female,Tier 2,₹12L-25L,In-Store,5,2906.0,17.4,Haircare,Premium,0,7,6.8,2654.0,1,0,32,0
TIRA01069,41,Female,Tier 3,₹12L-25L,In-Store,7,1698.0,30.5,Makeup,Luxury,1,2,7.2,1439.0,0,1,4,0
TIRA01070,29,Female,Tier 1,₹12L-25L,In-Store,10,6295.0,26.2,Makeup,Premium,0,1,8.1,5469.0,0,1,1,0
TIRA01071,28,Female,Tier 3,₹25L+,Paid Ad,5,1550.0,24.5,Makeup,Luxury,0,1,7.2,1360.0,1,1,23,1
TIRA01072,21,Female,Tier 2,₹6L-12L,App,11,3083.0,26.3,Skincare,Luxury,0,7,7.3,2677.0,0,1,8,1
TIRA01073,28,Female,Tier 2,₹12L-25L,Influencer,7,2190.0,45.5,Skincare,Premium,1,3,7.1,1691.0,0,1,23,0
TIRA01074,18,Female,Tier 1,₹6L-12L,Influencer,7,2358.0,64.1,Skincare,Premium,1,3,6.1,1602.0,0,0,24,0
TIRA01075,22,Female,Tier 1,₹12L-25L,Paid Ad,12,1928.0,35.8,Skincare,Luxury,1,1,7.6,1583.0,0,1,3,1
TIRA01076,31,Female,Tier 2,₹6L-12L,Influencer,4,2552.0,33.0,Skincare,Luxury,1,4,7.0,2131.0,0,1,29,1
TIRA01077,40,Female,Tier 1,₹3L-6L,Word of Mouth,4,4381.0,40.2,Skincare,Premium,1,3,6.7,3501.0,0,0,31,0
TIRA01078,52,Female,Tier 1,₹25L+,Paid Ad,9,918.0,41.9,Wellness,Luxury,1,5,6.6,726.0,0,0,17,0
TIRA01079,25,Female,Tier 2,₹25L+,In-Store,7,4713.0,35.6,Skincare,Luxury,1,2,7.4,3873.0,0,1,33,1
TIRA01080,41,Female,Tier 2,₹6L-12L,Paid Ad,8,4506.0,12.1,Wellness,Masstige,0,2,7.1,4234.0,1,1,21,1
TIRA01081,31,Female,Tier 1,₹25L+,Word of Mouth,8,3811.0,49.1,Makeup,Premium,1,1,6.6,2875.0,0,0,26,0
TIRA01082,28,Female,Tier 1,₹6L-12L,App,8,3351.0,13.9,Skincare,Luxury,0,3,9.7,3118.0,1,1,10,1
TIRA01083,33,Female,Tier 1,₹6L-12L,Influencer,14,3532.0,20.3,Skincare,Masstige,0,4,7.5,3174.0,1,1,23,0
TIRA01084,30,Female,Tier 3,₹25L+,App,15,4908.0,64.7,Skincare,Luxury,1,2,4.2,3321.0,0,0,34,0
TIRA01085,30,Male,Tier 3,₹6L-12L,Influencer,11,1105.0,72.2,Makeup,Masstige,1,4,4.8,706.0,0,0,28,0
TIRA01086,26,Female,Tier 1,₹6L-12L,App,10,4073.0,28.3,Skincare,Premium,0,2,7.5,3497.0,0,1,23,1
TIRA01087,18,Male,Tier 1,₹12L-25L,Influencer,5,2305.0,27.2,Fragrance,Premium,0,2,6.2,1992.0,0,0,15,0
TIRA01088,18,Female,Tier 1,₹3L-6L,In-Store,6,4191.0,35.6,Makeup,Premium,1,1,5.6,3445.0,0,0,5,0
TIRA01089,35,Female,Tier 1,₹6L-12L,Influencer,9,2464.0,16.5,Makeup,Masstige,0,3,6.0,2261.0,1,0,12,0
TIRA01090,27,Male,Tier 3,₹6L-12L,App,8,4048.0,19.9,Makeup,Premium,0,2,7.0,3646.0,1,0,26,1
TIRA01091,25,Male,Tier 1,₹12L-25L,Influencer,7,1342.0,32.2,Haircare,Masstige,1,5,8.3,1126.0,0,1,19,0
TIRA01092,30,Male,Tier 1,₹3L-6L,In-Store,8,1169.0,11.1,Wellness,Masstige,0,7,7.0,1104.0,1,1,5,0
TIRA01093,36,Female,Tier 1,₹6L-12L,Influencer,9,3064.0,16.1,Makeup,Luxury,0,4,8.2,2818.0,1,1,9,1
TIRA01094,31,Male,Tier 1,₹12L-25L,In-Store,6,4923.0,16.6,Skincare,Masstige,0,0,7.1,4515.0,1,1,15,1
TIRA01095,24,Female,Tier 2,₹6L-12L,App,11,3844.0,17.0,Wellness,Masstige,0,2,6.9,3517.0,1,0,2,0
TIRA01096,39,Female,Tier 2,₹6L-12L,In-Store,7,3835.0,48.4,Wellness,Masstige,1,2,6.6,2906.0,0,0,18,0
TIRA01097,42,Female,Tier 2,₹12L-25L,Word of Mouth,4,4232.0,30.7,Fragrance,Premium,1,1,5.2,3583.0,0,0,32,0
TIRA01098,33,Non-binary,Tier 1,₹12L-25L,App,10,2724.0,11.5,Fragrance,Masstige,0,5,9.2,2567.0,1,1,26,0
TIRA01099,37,Female,Tier 3,₹3L-6L,Influencer,10,3933.0,40.5,Makeup,Premium,1,8,6.9,3137.0,0,0,33,0
TIRA01100,39,Male,Tier 1,₹25L+,App,10,2504.0,16.9,Makeup,Premium,0,8,8.4,2293.0,1,1,35,1
TIRA01101,39,Female,Tier 2,₹12L-25L,Influencer,9,2823.0,4.9,Makeup,Masstige,0,2,7.5,2754.0,1,1,2,0
TIRA01102,34,Male,Tier 3,₹6L-12L,App,5,2972.0,47.1,Makeup,Masstige,1,3,6.6,2272.0,0,0,14,0
TIRA01103,34,Female,Tier 1,₹12L-25L,In-Store,7,2545.0,42.1,Fragrance,Premium,1,1,7.2,2009.0,0,1,8,0
TIRA01104,34,Male,Tier 3,₹12L-25L,In-Store,8,3121.0,57.4,Makeup,Luxury,1,1,5.6,2224.0,0,0,24,0
TIRA01105,21,Female,Tier 1,₹12L-25L,App,7,2895.0,50.9,Makeup,Masstige,1,7,5.1,2158.0,0,0,2,0
TIRA01106,35,Female,Tier 2,₹12L-25L,In-Store,9,2351.0,26.4,Haircare,Premium,0,6,6.0,2041.0,0,0,24,0
TIRA01107,19,Female,Tier 1,₹12L-25L,In-Store,8,3031.0,8.2,Skincare,Luxury,0,4,7.2,2907.0,1,1,14,1
TIRA01108,23,Female,Tier 1,₹25L+,In-Store,6,3386.0,21.2,Makeup,Masstige,0,0,7.4,3028.0,1,1,7,0
TIRA01109,40,Female,Tier 1,₹12L-25L,Word of Mouth,8,1880.0,19.4,Haircare,Premium,0,3,7.1,1698.0,1,1,8,1
TIRA01110,36,Female,Tier 1,₹12L-25L,In-Store,9,3701.0,17.7,Skincare,Luxury,0,2,6.8,3373.0,1,0,23,1
TIRA01111,41,Female,Tier 1,₹12L-25L,Word of Mouth,5,2608.0,13.2,Skincare,Luxury,0,4,8.2,2436.0,1,1,17,1
TIRA01112,27,Female,Tier 1,₹25L+,In-Store,5,3438.0,24.2,Skincare,Masstige,0,2,6.6,3022.0,1,0,31,0
TIRA01113,20,Female,Tier 2,₹25L+,App,8,2402.0,37.0,Skincare,Premium,1,2,5.9,1957.0,0,0,35,0
TIRA01114,28,Male,Tier 1,₹6L-12L,App,7,4461.0,45.8,Makeup,Premium,1,5,7.1,3438.0,0,1,20,0
TIRA01115,30,Female,Tier 1,₹6L-12L,In-Store,10,4347.0,20.6,Haircare,Premium,0,5,7.7,3900.0,1,1,25,1
TIRA01116,30,Non-binary,Tier 3,₹12L-25L,In-Store,7,1941.0,14.7,Makeup,Premium,0,2,6.2,1798.0,1,0,17,0
TIRA01117,39,Non-binary,Tier 3,₹6L-12L,Paid Ad,4,3830.0,80.0,Makeup,Premium,1,4,3.5,2298.0,0,0,14,0
TIRA01118,27,Female,Tier 1,₹12L-25L,Influencer,7,4936.0,8.3,Skincare,Luxury,0,3,6.6,4731.0,1,0,23,1
TIRA01119,32,Female,Tier 1,₹12L-25L,Influencer,11,2062.0,24.6,Fragrance,Premium,0,2,7.0,1809.0,1,0,1,0
TIRA01120,22,Female,Tier 2,₹25L+,In-Store,7,2157.0,22.6,Makeup,Premium,0,2,8.3,1914.0,1,1,29,0
TIRA01121,33,Female,Tier 2,₹6L-12L,In-Store,14,4082.0,10.8,Haircare,Premium,0,7,9.0,3862.0,1,1,24,1
TIRA01122,30,Female,Tier 1,₹12L-25L,Influencer,11,1631.0,64.1,Skincare,Masstige,1,3,6.2,1108.0,0,0,8,0
TIRA01123,24,Female,Tier 2,₹6L-12L,App,10,2267.0,9.5,Fragrance,Premium,0,1,9.5,2159.0,1,1,1,1
TIRA01124,28,Female,Tier 1,₹12L-25L,App,12,1982.0,28.3,Makeup,Masstige,0,6,7.1,1702.0,0,1,6,0
TIRA01125,28,Female,Tier 1,₹3L-6L,In-Store,13,4097.0,25.3,Wellness,Premium,0,3,8.1,3579.0,0,1,25,1
TIRA01126,27,Non-binary,Tier 2,₹12L-25L,App,10,2369.0,25.8,Makeup,Premium,0,3,6.4,2063.0,0,0,23,0
TIRA01127,44,Female,Tier 2,₹12L-25L,Influencer,7,2858.0,37.7,Fragrance,Luxury,1,2,4.9,2320.0,0,0,24,0
TIRA01128,29,Female,Tier 2,₹12L-25L,App,3,2302.0,43.6,Makeup,Luxury,1,3,5.9,1800.0,0,0,2,0
TIRA01129,28,Non-binary,Tier 1,₹12L-25L,App,8,4578.0,22.4,Skincare,Premium,0,2,7.0,4065.0,1,0,1,0
TIRA01130,18,Female,Tier 1,₹6L-12L,Word of Mouth,5,2169.0,5.2,Haircare,Premium,0,1,10.0,2113.0,1,1,29,1
TIRA01131,22,Female,Tier 1,₹3L-6L,Word of Mouth,5,1511.0,65.1,Skincare,Premium,1,4,5.4,1019.0,0,0,16,0
TIRA01132,27,Male,Tier 1,₹3L-6L,In-Store,6,1464.0,71.9,Fragrance,Premium,1,1,4.1,938.0,0,0,11,0
TIRA01133,24,Female,Tier 1,₹25L+,In-Store,8,4032.0,25.5,Skincare,Masstige,0,3,7.9,3519.0,0,1,3,0
TIRA01134,41,Female,Tier 1,₹25L+,Paid Ad,11,4119.0,34.6,Haircare,Masstige,1,0,5.9,3405.0,0,0,4,0
TIRA01135,28,Female,Tier 1,₹6L-12L,App,5,4698.0,24.7,Makeup,Luxury,0,3,7.2,4118.0,1,1,26,1
TIRA01136,40,Male,Tier 2,₹6L-12L,In-Store,13,1687.0,30.7,Makeup,Luxury,1,6,7.7,1428.0,0,1,27,0
TIRA01137,30,Female,Tier 1,₹6L-12L,App,7,2923.0,26.0,Haircare,Premium,0,1,6.0,2543.0,0,0,10,0
TIRA01138,30,Female,Tier 1,₹12L-25L,In-Store,8,6113.0,58.7,Haircare,Masstige,1,0,7.2,4319.0,0,1,8,0
TIRA01139,29,Female,Tier 2,₹6L-12L,Word of Mouth,9,2837.0,29.1,Haircare,Masstige,0,11,8.0,2425.0,0,1,11,0
TIRA01140,30,Female,Tier 1,₹3L-6L,Paid Ad,4,2524.0,53.1,Haircare,Masstige,1,3,6.2,1854.0,0,0,15,0
TIRA01141,43,Female,Tier 3,₹6L-12L,Word of Mouth,5,3175.0,59.4,Makeup,Luxury,1,0,7.4,2232.0,0,1,30,1
TIRA01142,18,Male,Tier 1,₹6L-12L,Influencer,6,3836.0,15.9,Fragrance,Premium,0,2,7.0,3531.0,1,0,15,0
TIRA01143,18,Male,Tier 1,₹6L-12L,Influencer,10,3816.0,5.0,Skincare,Luxury,0,2,8.6,3720.0,1,1,28,1
TIRA01144,25,Female,Tier 3,₹6L-12L,Paid Ad,9,2463.0,19.7,Skincare,Premium,0,2,7.5,2220.0,1,1,29,1
TIRA01145,30,Female,Tier 2,₹12L-25L,Influencer,7,2498.0,9.0,Haircare,Premium,0,3,7.0,2385.0,1,1,21,1
TIRA01146,35,Female,Tier 2,₹12L-25L,In-Store,8,2844.0,57.9,Makeup,Premium,1,4,5.1,2021.0,0,0,10,0
TIRA01147,33,Female,Tier 2,₹6L-12L,App,4,2324.0,18.0,Luxury Tools,Masstige,0,2,9.3,2115.0,1,1,35,0
TIRA01148,26,Female,Tier 1,₹12L-25L,In-Store,14,1718.0,37.2,Wellness,Premium,1,3,7.6,1399.0,0,1,23,0
TIRA01149,38,Female,Tier 2,₹6L-12L,App,9,5370.0,18.3,Fragrance,Luxury,0,4,8.2,4880.0,1,1,25,1
TIRA01150,38,Female,Tier 3,₹12L-25L,In-Store,9,2712.0,32.8,Makeup,Masstige,1,3,6.1,2267.0,0,0,35,0
TIRA01151,31,Female,Tier 3,₹25L+,App,11,2780.0,73.0,Haircare,Masstige,1,2,5.8,1766.0,0,0,22,0
TIRA01152,37,Female,Tier 1,₹3L-6L,Influencer,7,2817.0,80.0,Skincare,Premium,1,2,4.4,1690.0,0,0,21,0
TIRA01153,32,Female,Tier 1,₹25L+,App,12,3103.0,8.9,Skincare,Luxury,0,5,9.3,2965.0,1,1,30,1
TIRA01154,25,Female,Tier 2,₹12L-25L,App,11,3722.0,36.9,Fragrance,Luxury,1,4,7.7,3035.0,0,1,5,1
TIRA01155,35,Male,Tier 1,₹12L-25L,In-Store,7,2642.0,5.9,Fragrance,Masstige,0,1,8.7,2564.0,1,1,34,0
TIRA01156,30,Male,Tier 1,₹6L-12L,App,8,4567.0,26.4,Skincare,Luxury,0,2,7.8,3963.0,0,1,10,1
TIRA01157,30,Male,Tier 1,₹6L-12L,Word of Mouth,10,3917.0,34.5,Fragrance,Luxury,1,2,6.5,3242.0,0,0,34,0
TIRA01158,41,Male,Tier 1,₹3L-6L,In-Store,4,2971.0,14.2,Fragrance,Luxury,0,5,7.9,2760.0,1,1,19,1
TIRA01159,18,Female,Tier 1,₹25L+,In-Store,10,2401.0,29.2,Skincare,Masstige,0,4,8.4,2051.0,0,1,31,0
TIRA01160,18,Male,Tier 1,₹12L-25L,App,5,4502.0,12.0,Skincare,Luxury,0,4,8.0,4233.0,1,1,12,1
TIRA01161,20,Female,Tier 1,₹6L-12L,Paid Ad,9,3006.0,11.8,Fragrance,Luxury,0,0,6.7,2828.0,1,0,27,1
TIRA01162,27,Female,Tier 1,₹12L-25L,Influencer,10,1709.0,53.3,Skincare,Premium,1,2,7.1,1253.0,0,1,19,0
TIRA01163,27,Female,Tier 3,₹3L-6L,In-Store,9,4425.0,80.0,Skincare,Masstige,1,3,4.1,2655.0,0,0,23,0
TIRA01164,18,Female,Tier 1,₹6L-12L,App,6,2328.0,62.1,Makeup,Masstige,1,6,5.5,1605.0,0,0,20,0
TIRA01165,22,Female,Tier 1,₹12L-25L,Influencer,5,4242.0,32.8,Fragrance,Premium,1,0,6.2,3546.0,0,0,35,0
TIRA01166,23,Female,Tier 1,₹12L-25L,Word of Mouth,8,500.0,26.2,Fragrance,Luxury,0,3,4.3,435.0,0,0,26,0
TIRA01167,49,Female,Tier 1,₹12L-25L,In-Store,4,2758.0,16.7,Haircare,Luxury,0,4,7.5,2527.0,1,1,9,1
TIRA01168,44,Male,Tier 3,₹12L-25L,App,9,4592.0,11.3,Fragrance,Luxury,0,2,9.7,4332.0,1,1,22,1
TIRA01169,26,Female,Tier 3,₹12L-25L,App,11,3206.0,80.0,Haircare,Premium,1,3,5.1,1924.0,0,0,13,0
TIRA01170,27,Female,Tier 1,₹12L-25L,App,6,3918.0,15.5,Haircare,Luxury,0,2,10.0,3614.0,1,1,25,1
TIRA01171,20,Male,Tier 1,₹3L-6L,Influencer,6,2118.0,50.2,Skincare,Luxury,1,4,5.8,1586.0,0,0,17,0
TIRA01172,18,Female,Tier 1,₹12L-25L,Word of Mouth,10,3617.0,29.1,Makeup,Masstige,0,3,7.1,3091.0,0,1,8,0
TIRA01173,29,Female,Tier 1,₹12L-25L,Word of Mouth,8,3205.0,47.7,Makeup,Masstige,1,3,6.0,2440.0,0,0,8,0
TIRA01174,22,Female,Tier 1,₹6L-12L,Paid Ad,12,3492.0,37.2,Skincare,Luxury,1,4,6.6,2843.0,0,0,15,0
TIRA01175,29,Female,Tier 1,₹6L-12L,App,8,5647.0,17.1,Makeup,Premium,0,3,7.7,5165.0,1,1,17,1
TIRA01176,18,Female,Tier 1,₹6L-12L,Word of Mouth,10,4766.0,12.5,Skincare,Masstige,0,3,9.0,4467.0,1,1,29,1
TIRA01177,23,Male,Tier 2,₹6L-12L,In-Store,15,4150.0,5.9,Skincare,Luxury,0,3,6.9,4028.0,1,0,23,1
TIRA01178,31,Male,Tier 1,₹12L-25L,In-Store,11,4166.0,7.4,Makeup,Premium,0,3,7.7,4012.0,1,1,27,1
TIRA01179,32,Female,Tier 1,₹3L-6L,Influencer,5,2109.0,12.6,Skincare,Premium,0,3,8.1,1976.0,1,1,6,1
TIRA01180,33,Female,Tier 1,₹12L-25L,App,13,2635.0,12.6,Skincare,Luxury,0,3,8.8,2469.0,1,1,7,1
TIRA01181,19,Male,Tier 1,₹3L-6L,Paid Ad,6,1361.0,58.6,Fragrance,Masstige,1,9,3.5,962.0,0,0,2,0
TIRA01182,36,Female,Tier 1,₹3L-6L,Word of Mouth,8,1676.0,31.6,Fragrance,Masstige,1,4,5.3,1411.0,0,0,3,0
TIRA01183,23,Female,Tier 1,₹6L-12L,Paid Ad,6,2136.0,49.6,Haircare,Premium,1,4,6.1,1606.0,0,0,6,0
TIRA01184,35,Female,Tier 1,₹6L-12L,Paid Ad,7,3165.0,31.4,Skincare,Premium,1,2,7.9,2668.0,0,1,23,1
TIRA01185,29,Female,Tier 1,₹25L+,In-Store,15,1730.0,20.6,Haircare,Premium,0,3,6.7,1552.0,1,0,16,0
TIRA01186,18,Female,Tier 2,₹6L-12L,App,10,3153.0,26.7,Haircare,Premium,0,3,7.6,2732.0,0,1,16,1
TIRA01187,27,Female,Tier 3,₹6L-12L,Paid Ad,10,3015.0,26.0,Skincare,Premium,0,1,8.9,2624.0,0,1,26,1
TIRA01188,32,Female,Tier 1,₹6L-12L,Influencer,12,1839.0,34.7,Skincare,Luxury,1,2,6.6,1520.0,0,0,15,0
TIRA01189,34,Female,Tier 1,₹6L-12L,Word of Mouth,10,5031.0,15.6,Makeup,Premium,0,5,7.1,4639.0,1,1,1,1
TIRA01190,28,Female,Tier 2,₹12L-25L,App,9,1611.0,17.3,Makeup,Masstige,0,3,7.8,1471.0,1,1,1,0
TIRA01191,42,Female,Tier 2,₹12L-25L,In-Store,11,4541.0,20.6,Skincare,Masstige,0,4,7.4,4072.0,1,1,7,0
TIRA01192,38,Non-binary,Tier 1,₹6L-12L,In-Store,4,500.0,6.4,Skincare,Premium,0,7,8.0,484.0,1,1,14,1
TIRA01193,27,Female,Tier 1,₹12L-25L,Influencer,5,3029.0,55.6,Makeup,Masstige,1,4,5.6,2187.0,0,0,31,0
TIRA01194,36,Female,Tier 1,₹6L-12L,Paid Ad,4,1763.0,30.9,Makeup,Masstige,1,2,6.5,1491.0,0,0,7,0
TIRA01195,45,Female,Tier 2,₹12L-25L,Word of Mouth,9,2415.0,49.5,Makeup,Luxury,1,4,5.0,1817.0,0,0,26,0
TIRA01196,45,Male,Tier 1,₹12L-25L,App,6,5372.0,33.9,Wellness,Luxury,1,5,7.3,4463.0,0,1,2,1
TIRA01197,20,Female,Tier 1,₹6L-12L,In-Store,8,2784.0,31.0,Skincare,Masstige,1,0,5.7,2352.0,0,0,4,0
TIRA01198,22,Male,Tier 1,₹12L-25L,App,5,1875.0,33.7,Fragrance,Luxury,1,2,5.8,1559.0,0,0,14,0
TIRA01199,41,Female,Tier 1,₹12L-25L,App,7,3785.0,10.8,Makeup,Premium,0,2,6.4,3580.0,1,0,23,0
TIRA01200,21,Female,Tier 1,₹6L-12L,In-Store,7,2773.0,26.6,Haircare,Premium,0,4,6.6,2404.0,0,0,29,0
TIRA01201,19,Female,Tier 2,₹25L+,Influencer,4,3381.0,12.2,Haircare,Luxury,0,0,7.5,3175.0,1,1,26,1
TIRA01202,26,Female,Tier 1,₹25L+,In-Store,12,2103.0,52.7,Makeup,Premium,1,4,4.8,1549.0,0,0,32,0
TIRA01203,33,Male,Tier 1,₹6L-12L,In-Store,12,2162.0,17.7,Haircare,Premium,0,0,7.0,1971.0,1,1,16,1
TIRA01204,29,Male,Tier 1,₹12L-25L,Influencer,8,2255.0,14.5,Haircare,Premium,0,4,7.6,2092.0,1,1,9,1
TIRA01205,24,Female,Tier 2,₹12L-25L,Paid Ad,9,4158.0,20.7,Haircare,Luxury,0,2,5.6,3727.0,1,0,15,0
TIRA01206,24,Non-binary,Tier 1,₹12L-25L,App,8,2928.0,9.2,Skincare,Masstige,0,2,6.9,2794.0,1,0,10,0
TIRA01207,24,Female,Tier 1,₹12L-25L,In-Store,11,1942.0,9.2,Makeup,Premium,0,1,9.4,1852.0,1,1,13,1
TIRA01208,22,Female,Tier 1,₹25L+,Influencer,10,3394.0,50.8,Fragrance,Masstige,1,4,5.3,2533.0,0,0,4,0
TIRA01209,48,Female,Tier 2,₹12L-25L,Paid Ad,14,3295.0,20.8,Makeup,Premium,0,3,7.9,2952.0,1,1,27,0
TIRA01210,32,Female,Tier 2,₹12L-25L,Paid Ad,11,3888.0,10.7,Skincare,Premium,0,7,7.1,3679.0,1,1,32,1
TIRA01211,37,Male,Tier 3,₹3L-6L,App,10,2622.0,40.9,Wellness,Luxury,1,3,6.6,2085.0,0,0,4,0
TIRA01212,26,Female,Tier 2,₹6L-12L,In-Store,9,3107.0,54.1,Wellness,Masstige,1,1,5.0,2266.0,0,0,3,0
TIRA01213,28,Female,Tier 1,₹25L+,Word of Mouth,6,3706.0,11.5,Makeup,Premium,0,5,5.6,3494.0,1,0,29,1
